Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Phone 2 - Type,Phone 2 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
Shakirovna Russian Beauty Salon,Shakirovna Russian Beauty Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971504099407,,,,Ladies hair styling salons,,,,,,
MK Barber Shop,MK Barber Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143353223,,,,Barbershops,,,,,,
Sugar,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971522736500,,,,Ladies salon,,,,,,
Googoosh Beauty,Googoosh Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501583030,,,,Training center and personal care,,,,,,
The Man Cave,The Man Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143403101,,,,Gents salon,,,,,,
Omar & Bilal Gents Salon,Omar & Bilal Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971552975323,,,,Barbershops,,,,,,
Swasthya Ayurveda,Swasthya Ayurveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971558265074,,,,Clinic,,,,,,
Diva,Diva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97142226144,,,,Gents salon,,,,,,
Sonapoor,Sonapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971506723420,,,,Gents salon,,,,,,
Amaraya By Pam,Amaraya By Pam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971544114642,,,,Beauty center,,,,,,
Hairsilk,Hairsilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971525204764,,,,Ladies salon,,,,,,
Jacques La Coupe,Jacques La Coupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97144458381,,,,Ladies salon,,,,,,
Shakirovna Russian Beauty Salon,Shakirovna Russian Beauty Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971504099407,,,,Ladies hair styling salons,,,,,,
MK Barber Shop,MK Barber Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143353223,,,,Barbershops,,,,,,
Sugar,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971522736500,,,,Ladies salon,,,,,,
Googoosh Beauty,Googoosh Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501583030,,,,Training center and personal care,,,,,,
The Man Cave,The Man Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143403101,,,,Gents salon,,,,,,
Omar & Bilal Gents Salon,Omar & Bilal Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971552975323,,,,Barbershops,,,,,,
Swasthya Ayurveda,Swasthya Ayurveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971558265074,,,,Clinic,,,,,,
Diva,Diva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97142226144,,,,Gents salon,,,,,,
Sonapoor,Sonapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971506723420,,,,Gents salon,,,,,,
Amaraya By Pam,Amaraya By Pam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971544114642,,,,Beauty center,,,,,,
Hairsilk,Hairsilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971525204764,,,,Ladies salon,,,,,,
Jacques La Coupe,Jacques La Coupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97144458381,,,,Ladies salon,,,,,,
Shakirovna Russian Beauty Salon,Shakirovna Russian Beauty Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971504099407,,,,Ladies hair styling salons,,,,,,
MK Barber Shop,MK Barber Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143353223,,,,Barbershops,,,,,,
Sugar,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971522736500,,,,Ladies salon,,,,,,
Googoosh Beauty,Googoosh Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501583030,,,,Training center and personal care,,,,,,
The Man Cave,The Man Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143403101,,,,Gents salon,,,,,,
Omar & Bilal Gents Salon,Omar & Bilal Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971552975323,,,,Barbershops,,,,,,
Swasthya Ayurveda,Swasthya Ayurveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971558265074,,,,Clinic,,,,,,
Diva,Diva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97142226144,,,,Gents salon,,,,,,
Sonapoor,Sonapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971506723420,,,,Gents salon,,,,,,
Amaraya By Pam,Amaraya By Pam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971544114642,,,,Beauty center,,,,,,
Hairsilk,Hairsilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971525204764,,,,Ladies salon,,,,,,
